job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,state_avg_salary,how_much_older,
JD-1936,GCP System Administrator,"Jordan, Williams and Torres",Atlanta,GA,"Atlanta, GA",USA,On-site,2025-01-28,2025-05-05,Senior,Part-time,E-commerce,"$225,156","$389,846","$307,501","['Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP System Administrator, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,73,"$158,840",older than 30 days,
JD-1937,Cloud Developer - AWS,Pineda-Kent,Minneapolis,MN,"Minneapolis, MN",USA,Hybrid,2025-03-04,2025-05-12,Mid-level,Full-time,Education,"$117,769","$142,381","$130,075","['Docker', 'IAM', 'CI/CD', 'Lambda', 'Linux', 'CloudFormation', 'Kubernetes']","['AWS Certified Solutions Architect', 'AWS SysOps Administrator']",AWS,"As a Cloud Developer - AWS, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,38,"$166,681",older than 30 days,
JD-1938,GCP Solutions Architect,Livingston-Solomon,Phoenix,AZ,"Phoenix, AZ",USA,Remote,2025-03-25,2025-05-12,Senior,Full-time,Healthcare,"$134,453","$188,939","$161,696","['GKE', 'Docker', 'CI/CD', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,17,"$172,579",30 days,
JD-1939,GCP DevOps Engineer,"Robinson, Johnson and Swanson",Las Vegas,NV,"Las Vegas, NV",USA,Remote,2025-03-30,2025-05-14,Senior,Contract,Healthcare,"$187,178","$358,429","$272,803","['GKE', 'Docker', 'CI/CD', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,12,"$169,536",15 days,
JD-1940,Azure Platform Engineer,Glenn-Patton,Charlotte,NC,"Charlotte, NC",USA,Hybrid,2025-03-12,2025-05-20,Senior,Full-time,Telecommunications,"$136,071","$205,817","$170,944","['Docker', 'Azure Monitor', 'Azure DevOps', 'ARM Templates', 'Python', 'Kubernetes', 'Terraform']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,30,"$171,317",30 days,
JD-1941,Google Cloud Engineer,Aguirre PLC,Minneapolis,MN,"Minneapolis, MN",USA,Hybrid,2025-03-23,2025-04-30,Senior,Part-time,Telecommunications,"$246,716","$362,990","$304,853","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,19,"$166,681",30 days,
JD-1942,GCP DevOps Engineer,"Randolph, Mitchell and Ritter",Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,2025-02-17,2025-05-12,Senior,Full-time,Education,"$240,701","$260,697","$250,699","['GKE', 'Docker', 'BigQuery', 'gcloud CLI', 'Linux', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,53,"$160,070",older than 30 days,
JD-1943,AWS Infrastructure Consultant,Coleman-Ball,Denver,CO,"Denver, CO",USA,Remote,2025-03-03,2025-05-23,Senior,Internship,Finance,"$137,519","$195,863","$166,691","['Docker', 'IAM', 'CI/CD', 'Lambda', 'Linux', 'CloudFormation', 'Terraform']","['AWS Certified Solutions Architect', 'AWS SysOps Administrator']",AWS,"As a AWS Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,39,"$152,551",older than 30 days,
JD-1944,GCP Security Specialist,"Green, Horne and Mcdonald",Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,2025-03-26,2025-05-23,Entry-level,Part-time,Telecommunications,"$51,044","$98,484","$74,764","['GKE', 'CI/CD', 'BigQuery', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,16,"$160,070",30 days,
JD-1945,Google Cloud Engineer,Anderson Inc,Denver,CO,"Denver, CO",USA,On-site,2025-04-10,2025-05-30,Mid-level,Contract,Healthcare,"$111,706","$144,138","$127,922","['GKE', 'Docker', 'CI/CD', 'Python', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,1,"$152,551",1 day,
JD-1946,GCP Cloud Platform Engineer,"Tapia, Miller and Wright",Nashville,TN,"Nashville, TN",USA,On-site,2025-02-07,2025-05-27,Senior,Full-time,Telecommunications,"$221,371","$384,817","$303,094","['CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,63,"$162,483",older than 30 days,
JD-1947,GCP Site Reliability Engineer,Morgan-Foster,Philadelphia,PA,"Philadelphia, PA",USA,Hybrid,2025-03-04,2025-05-09,Entry-level,Full-time,Healthcare,"$69,722","$83,008","$76,365","['GKE', 'Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,38,"$164,776",older than 30 days,
JD-1948,Azure Site Reliability Engineer,Ward-Hopkins,Boston,MA,"Boston, MA",USA,Hybrid,2025-03-11,2025-05-09,Senior,Full-time,Telecommunications,"$155,483","$186,893","$171,188","['Docker', 'Azure Monitor', 'Azure DevOps', 'ARM Templates', 'Linux', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,31,"$157,901",older than 30 days,
JD-1949,Google Cloud Engineer,"Patrick, Franklin and Martinez",Austin,TX,"Austin, TX",USA,Remote,2025-03-27,2025-06-04,Mid-level,Full-time,E-commerce,"$94,534","$122,247","$108,390","['GKE', 'CI/CD', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,15,"$171,059",15 days,
JD-1950,GCP Data Engineer,"Morris, Baker and White",Dallas,TX,"Dallas, TX",USA,Remote,2025-03-07,2025-05-20,Senior,Full-time,Healthcare,"$140,824","$186,068","$163,446","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,35,"$171,059",older than 30 days,
JD-1951,Cloud Developer - GCP,Gonzales Group,Charlotte,NC,"Charlotte, NC",USA,Remote,2025-02-24,2025-06-02,Entry-level,Full-time,Healthcare,"$65,591","$88,927","$77,259","['GKE', 'CI/CD', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Cloud Developer - GCP, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,46,"$171,317",older than 30 days,
JD-1952,GCP Site Reliability Engineer,Castillo-Richard,Denver,CO,"Denver, CO",USA,Hybrid,2025-01-14,2025-05-08,Mid-level,Full-time,E-commerce,"$107,850","$142,758","$125,304","['GKE', 'Docker', 'CI/CD', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,87,"$152,551",older than 30 days,
JD-1953,GCP Site Reliability Engineer,Brown-Mcmillan,Minneapolis,MN,"Minneapolis, MN",USA,Remote,2025-02-01,2025-05-15,Mid-level,Full-time,Telecommunications,"$94,541","$129,894","$112,217","['Docker', 'BigQuery', 'Python', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,69,"$166,681",older than 30 days,
JD-1954,GCP Security Specialist,"Arnold, Ashley and Alexander",Boston,MA,"Boston, MA",USA,Hybrid,2025-02-06,2025-05-18,Entry-level,Full-time,E-commerce,"$54,181","$91,808","$72,994","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,64,"$157,901",older than 30 days,
JD-1955,GCP Security Specialist,Green-Simpson,Portland,OR,"Portland, OR",USA,Remote,2025-02-05,2025-05-19,Senior,Internship,E-commerce,"$189,096","$278,027","$233,561","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,65,"$166,069",older than 30 days,
JD-1956,GCP Cloud Platform Engineer,"Thompson, Pitts and Douglas",Salt Lake City,UT,"Salt Lake City, UT",USA,Hybrid,2025-02-02,2025-05-26,Senior,Full-time,Healthcare,"$210,255","$324,336","$267,295","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,68,"$160,070",older than 30 days,
JD-1957,GCP Cloud Platform Engineer,Pena and Sons,Denver,CO,"Denver, CO",USA,Hybrid,2025-02-02,2025-06-02,Mid-level,Part-time,Healthcare,"$112,775","$147,308","$130,041","['BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Cloud Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,68,"$152,551",older than 30 days,
JD-1958,GCP System Administrator,"Valencia, Riley and Williams",Minneapolis,MN,"Minneapolis, MN",USA,Hybrid,2025-03-18,2025-04-28,Senior,Full-time,Telecommunications,"$201,282","$386,343","$293,812","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP System Administrator, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,24,"$166,681",30 days,
JD-1959,GCP Infrastructure Consultant,Brown Ltd,Seattle,WA,"Seattle, WA",USA,Remote,2025-03-21,2025-05-12,Senior,Full-time,Telecommunications,"$215,009","$308,836","$261,922","['GKE', 'Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,21,"$172,275",30 days,
JD-1960,Azure Site Reliability Engineer,Smith-Kirk,San Francisco,CA,"San Francisco, CA",USA,Hybrid,2025-02-05,2025-05-08,Entry-level,Contract,Education,"$50,135","$82,313","$66,224","['Docker', 'CI/CD', 'Azure DevOps', 'ARM Templates', 'Linux', 'Azure AD', 'Kubernetes']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,65,"$158,378",older than 30 days,
JD-1961,GCP Solutions Architect,Fernandez-Williams,Detroit,MI,"Detroit, MI",USA,On-site,2025-04-03,2025-03-25,Entry-level,Part-time,E-commerce,"$59,550","$94,915","$77,232","['Docker', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Expired,Engineering,USD,8,"$171,649",10 days,
JD-1962,Azure DevOps Engineer,Rodriguez-Hunter,Seattle,WA,"Seattle, WA",USA,Remote,2025-02-02,2025-04-22,Senior,Full-time,Finance,"$205,094","$399,826","$302,460","['Docker', 'Azure DevOps', 'Azure Monitor', 'ARM Templates', 'Linux', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,68,"$172,275",older than 30 days,
JD-1963,GCP Security Specialist,"Jones, Harris and Hudson",Philadelphia,PA,"Philadelphia, PA",USA,Remote,2025-01-21,2025-05-21,Entry-level,Full-time,Telecommunications,"$55,037","$91,006","$73,021","['GKE', 'BigQuery', 'Python', 'Linux', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,80,"$164,776",older than 30 days,
JD-1964,GCP Site Reliability Engineer,"Perry, May and Liu",Portland,OR,"Portland, OR",USA,Hybrid,2025-04-01,2025-05-14,Senior,Contract,Finance,"$219,292","$351,031","$285,161","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Linux', 'Cloud Functions', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,10,"$166,069",10 days,
JD-1965,GCP Infrastructure Consultant,Nguyen LLC,San Francisco,CA,"San Francisco, CA",USA,Remote,2025-01-24,2025-05-07,Entry-level,Part-time,Healthcare,"$77,423","$84,595","$81,009","['GKE', 'CI/CD', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,77,"$158,378",older than 30 days,
JD-1966,AWS System Administrator,Merritt-Brooks,Minneapolis,MN,"Minneapolis, MN",USA,On-site,2025-02-12,2025-05-19,Mid-level,Internship,Education,"$97,313","$136,757","$117,035","['AWS EC2', 'Docker', 'IAM', 'CI/CD', 'Python', 'CloudFormation', 'Terraform']","['AWS Certified Solutions Architect', 'AWS SysOps Administrator']",AWS,"As a AWS System Administrator, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,58,"$166,681",older than 30 days,
JD-1967,GCP Security Specialist,"Johnson, Richardson and Carter",San Diego,CA,"San Diego, CA",USA,On-site,2025-02-08,2025-05-14,Senior,Full-time,Telecommunications,"$237,290","$271,580","$254,435","['GKE', 'CI/CD', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,62,"$158,378",older than 30 days,
JD-1968,GCP Security Specialist,"Johnson, Lynch and Morton",Denver,CO,"Denver, CO",USA,Hybrid,2025-01-25,2025-04-26,Senior,Part-time,Telecommunications,"$163,305","$214,562","$188,933","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Python', 'gcloud CLI', 'Kubernetes']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,76,"$152,551",older than 30 days,
JD-1969,GCP Data Engineer,"Norman, Romero and Perkins",San Francisco,CA,"San Francisco, CA",USA,On-site,2025-03-01,2025-05-30,Senior,Part-time,Education,"$228,567","$381,620","$305,093","['GKE', 'Docker', 'CI/CD', 'gcloud CLI', 'Cloud Functions', 'Kubernetes', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,41,"$158,378",older than 30 days,
JD-1970,Google Cloud Engineer,Gray PLC,San Francisco,CA,"San Francisco, CA",USA,Remote,2025-02-13,2025-03-14,Entry-level,Full-time,Healthcare,"$71,876","$87,489","$79,682","['GKE', 'Docker', 'BigQuery', 'Python', 'Linux', 'Cloud Functions', 'Kubernetes']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a Google Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Expired,Architecture,USD,57,"$158,378",older than 30 days,
JD-1971,GCP Solutions Architect,"Barber, James and Cuevas",Boston,MA,"Boston, MA",USA,Remote,2025-01-14,2025-05-25,Senior,Full-time,E-commerce,"$159,725","$174,010","$166,867","['Docker', 'BigQuery', 'Python', 'Linux', 'gcloud CLI', 'Cloud Functions', 'Terraform']","['Google Associate Cloud Engineer', 'Google Professional Cloud Architect']",GCP,"As a GCP Solutions Architect, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,87,"$157,901",older than 30 days,
JD-1972,AWS Cloud Engineer,Benjamin and Sons,Austin,TX,"Austin, TX",USA,On-site,2025-01-18,2025-06-09,Mid-level,Contract,E-commerce,"$105,498","$139,926","$122,712","['AWS EC2', 'Docker', 'IAM', 'CI/CD', 'Linux', 'CloudFormation', 'Kubernetes']","['AWS SysOps Administrator', 'AWS Certified Solutions Architect']",AWS,"As a AWS Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the AWS cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in AWS-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,83,"$171,059",older than 30 days,
JD-1973,GCP DevOps Engineer,"Cuevas, Mccoy and Gross",Detroit,MI,"Detroit, MI",USA,On-site,2025-03-06,2025-05-29,Senior,Full-time,Telecommunications,"$230,883","$253,801","$242,342","['GKE', 'Docker', 'CI/CD', 'BigQuery', 'Linux', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,36,"$171,649",older than 30 days,
JD-1974,GCP System Administrator,"Martinez, Johns and Yates",Atlanta,GA,"Atlanta, GA",USA,Hybrid,2025-03-04,2025-05-05,Mid-level,Full-time,Telecommunications,"$101,830","$139,418","$120,624","['Docker', 'CI/CD', 'BigQuery', 'gcloud CLI', 'Linux', 'Cloud Functions', 'Terraform']","['Google Professional Cloud Architect', 'Google Associate Cloud Engineer']",GCP,"As a GCP System Administrator, you will lead efforts to architect, implement, and maintain solutions on the GCP cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in GCP-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,38,"$158,840",older than 30 days,
