job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,job_posted_range,state_avg_salary
JD-1875,AWS Cloud Engineer,"Alvarez, Wolf and Zavala",Miami,FL,"Miami, FL",USA,On-site,2/28/2025,4/16/2025,Senior,Full-time,E-commerce,233529,364897,299213,"['Azure DevOps', 'CI/CD', 'Linux', 'Kubernetes', 'Terraform', 'CloudFormation', 'Docker', 'GCP']",['AWS Certified Solutions Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,42,Older than 30 Days,164545.78
JD-1876,Cloud Solutions Architect,"Flynn, Garcia and Gilmore",San Diego,CA,"San Diego, CA",USA,Hybrid,3/30/2025,5/9/2025,Mid-level,Full-time,Healthcare,115790,141107,128448,"['Linux', 'Docker', 'Kubernetes', 'Terraform', 'Python', 'CI/CD', 'Azure DevOps']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",Azure,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,12,Posted in Last 30 Days,158378.38
JD-1877,Cloud Security Engineer,Campos-Fisher,Portland,OR,"Portland, OR",USA,Remote,3/22/2025,5/16/2025,Senior,Full-time,E-commerce,185438,397073,291255,"['Azure DevOps', 'AWS EC2', 'GCP', 'Linux', 'Kubernetes', 'Python', 'CloudFormation']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,20,Posted in Last 30 Days,166068.75
JD-1878,Cloud Solutions Architect,Salazar Inc,Portland,OR,"Portland, OR",USA,Hybrid,1/17/2025,2/11/2025,Mid-level,Full-time,E-commerce,114306,124323,119314,"['Azure DevOps', 'AWS EC2', 'Terraform', 'Docker', 'Kubernetes', 'GCP', 'Linux']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,84,Older than 30 Days,166068.75
JD-1879,Azure DevOps Specialist,"Jones, Hines and Obrien",Atlanta,GA,"Atlanta, GA",USA,Hybrid,1/14/2025,2/20/2025,Entry-level,Contract,Healthcare,59562,81069,70315,"['Azure DevOps', 'CI/CD', 'Terraform', 'CloudFormation', 'GCP']",['Google Professional Cloud Architect'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,87,Older than 30 Days,158840.08
JD-1880,Cloud Data Engineer,Mclean LLC,Phoenix,AZ,"Phoenix, AZ",USA,On-site,4/2/2025,4/28/2025,Senior,Full-time,Telecommunications,213378,269917,241647,"['AWS EC2', 'Linux', 'GCP', 'Kubernetes', 'Python', 'CI/CD']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,9,Posted in Last 10 Days,172578.9
JD-1881,Google Cloud Platform Engineer,"Cole, Anderson and Walsh",San Francisco,CA,"San Francisco, CA",USA,Hybrid,1/21/2025,2/6/2025,Senior,Contract,Healthcare,138289,187613,162951,"['GCP', 'Linux', 'Azure DevOps', 'Kubernetes', 'Python']",['Terraform Associate'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,80,Older than 30 Days,158378.38
JD-1882,Cloud Security Engineer,Gonzalez Group,Charlotte,NC,"Charlotte, NC",USA,Hybrid,3/6/2025,3/27/2025,Mid-level,Contract,Finance,90627,139625,115126,"['Python', 'CloudFormation', 'Linux', 'AWS EC2', 'Docker']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",AWS,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,36,Older than 30 Days,171317.19
JD-1883,Site Reliability Engineer,"Mitchell, Harris and Martin",San Francisco,CA,"San Francisco, CA",USA,Remote,2/22/2025,4/21/2025,Senior,Full-time,Education,182006,365116,273561,"['CI/CD', 'Kubernetes', 'CloudFormation', 'Linux', 'Terraform', 'GCP']","['Google Professional Cloud Architect', 'Terraform Associate']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,48,Older than 30 Days,158378.38
JD-1884,Cloud Infrastructure Engineer,"Stokes, Lee and Perkins",Miami,FL,"Miami, FL",USA,On-site,3/31/2025,5/16/2025,Senior,Full-time,Education,143356,186679,165017,"['Terraform', 'Azure DevOps', 'AWS EC2', 'CloudFormation', 'Python', 'Kubernetes', 'Docker', 'Linux']","['Terraform Associate', 'AWS Certified Solutions Architect']",Azure,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,11,Posted in Last 30 Days,164545.78
JD-1885,Azure DevOps Specialist,"Davis, Johnson and Taylor",New York,NY,"New York, NY",USA,Remote,3/13/2025,4/12/2025,Entry-level,Full-time,Healthcare,60594,88550,74572,"['Terraform', 'CloudFormation', 'Docker', 'AWS EC2', 'Kubernetes', 'Python']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,29,Posted in Last 30 Days,169521.14
JD-1886,Cloud Infrastructure Engineer,Schroeder-Carroll,Seattle,WA,"Seattle, WA",USA,Remote,1/11/2025,2/21/2025,Senior,Full-time,Telecommunications,135992,209983,172987,"['CloudFormation', 'Linux', 'Azure DevOps', 'Kubernetes', 'AWS EC2', 'Docker']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,90,Older than 30 Days,172275.04
JD-1887,DevOps Engineer,Peterson Ltd,Denver,CO,"Denver, CO",USA,Remote,4/4/2025,5/4/2025,Senior,Contract,E-commerce,167250,178700,172975,"['CI/CD', 'AWS EC2', 'CloudFormation', 'Kubernetes', 'GCP']","['Terraform Associate', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,7,Posted in Last 10 Days,152551.08
JD-1888,Cloud Security Engineer,"May, Crawford and Collier",Denver,CO,"Denver, CO",USA,Hybrid,3/22/2025,4/25/2025,Senior,Contract,Telecommunications,135470,219948,177709,"['Python', 'CloudFormation', 'Azure DevOps', 'Kubernetes', 'AWS EC2', 'GCP', 'CI/CD']","['Google Professional Cloud Architect', 'Terraform Associate']",GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,20,Posted in Last 30 Days,152551.08
JD-1889,Cloud Data Engineer,Mason-Kelly,Boston,MA,"Boston, MA",USA,Remote,3/7/2025,4/20/2025,Senior,Contract,E-commerce,226568,365852,296210,"['Azure DevOps', 'Docker', 'CloudFormation', 'Python', 'Kubernetes', 'Terraform', 'GCP']",['Terraform Associate'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,35,Older than 30 Days,157901.38
JD-1890,Site Reliability Engineer,"Castaneda, Solis and Gonzales",Miami,FL,"Miami, FL",USA,On-site,4/8/2025,6/3/2025,Mid-level,Contract,Finance,112677,146776,129726,"['CI/CD', 'Linux', 'Terraform', 'Kubernetes', 'Python']","['Terraform Associate', 'Google Professional Cloud Architect']",AWS,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,3,Posted in Last 5 Days,164545.78
JD-1891,Cloud Security Engineer,Sawyer-Carroll,Dallas,TX,"Dallas, TX",USA,Hybrid,3/12/2025,5/6/2025,Mid-level,Contract,Healthcare,94644,137300,115972,"['Docker', 'Linux', 'Kubernetes', 'Python', 'Terraform']",['Google Professional Cloud Architect'],Azure,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,30,Posted in Last 30 Days,171058.7
JD-1892,Azure DevOps Specialist,"Evans, Wilson and Hall",Atlanta,GA,"Atlanta, GA",USA,On-site,1/23/2025,2/11/2025,Mid-level,Contract,Education,105219,126006,115612,"['AWS EC2', 'Linux', 'CI/CD', 'Python', 'Kubernetes', 'Docker']","['Terraform Associate', 'Google Professional Cloud Architect']",Azure,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,78,Older than 30 Days,158840.08
JD-1893,Azure DevOps Specialist,"Rivera, Walker and Shepard",Chicago,IL,"Chicago, IL",USA,Remote,3/10/2025,5/9/2025,Senior,Contract,Education,247347,358043,302695,"['Terraform', 'Kubernetes', 'Docker', 'Azure DevOps', 'AWS EC2', 'CI/CD']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",AWS,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,32,Older than 30 Days,159980.67
JD-1894,Cloud Solutions Architect,Myers-Howard,Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,4/10/2025,6/2/2025,Senior,Contract,Telecommunications,189242,328754,258998,"['CloudFormation', 'Kubernetes', 'CI/CD', 'Terraform', 'Python', 'Docker', 'GCP']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,1,Posted in Last 5 Days,160070.32
JD-1895,DevOps Engineer,Donaldson Inc,Miami,FL,"Miami, FL",USA,Remote,4/5/2025,5/22/2025,Senior,Contract,Education,183833,360767,272300,"['Python', 'Azure DevOps', 'GCP', 'Linux', 'CloudFormation', 'Docker']",['Google Professional Cloud Architect'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,6,Posted in Last 10 Days,164545.78
JD-1896,Cloud Solutions Architect,"Allen, Holmes and Carr",Philadelphia,PA,"Philadelphia, PA",USA,Remote,3/3/2025,3/30/2025,Mid-level,Full-time,Healthcare,110337,149846,130091,"['CI/CD', 'GCP', 'Terraform', 'Linux', 'AWS EC2', 'Python']",['Terraform Associate'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,39,Older than 30 Days,164775.67
JD-1897,Cloud Infrastructure Engineer,Montgomery-Gardner,Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,2/10/2025,2/28/2025,Entry-level,Full-time,Healthcare,52567,87029,69798,"['GCP', 'Docker', 'Terraform', 'AWS EC2', 'CI/CD', 'Kubernetes']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,60,Older than 30 Days,169535.59
JD-1898,Site Reliability Engineer,Aguilar LLC,New York,NY,"New York, NY",USA,Hybrid,4/7/2025,5/4/2025,Senior,Contract,Finance,199981,289579,244780,"['Docker', 'CloudFormation', 'CI/CD', 'GCP', 'Linux']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,4,Posted in Last 5 Days,169521.14
JD-1899,AWS Cloud Engineer,Johnson Group,Seattle,WA,"Seattle, WA",USA,Remote,3/15/2025,5/8/2025,Mid-level,Contract,Healthcare,110528,146052,128290,"['GCP', 'Docker', 'CloudFormation', 'Linux', 'Kubernetes', 'Azure DevOps', 'AWS EC2', 'CI/CD']","['Microsoft Azure Fundamentals', 'AWS Certified Solutions Architect']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,27,Posted in Last 30 Days,172275.04
JD-1900,Cloud Security Engineer,Cook Inc,Nashville,TN,"Nashville, TN",USA,Remote,2/5/2025,2/26/2025,Senior,Contract,Telecommunications,233490,337254,285372,"['Linux', 'CloudFormation', 'AWS EC2', 'Python', 'Docker', 'GCP', 'Kubernetes']",['Terraform Associate'],GCP,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,65,Older than 30 Days,162482.82
JD-1901,DevOps Engineer,Payne Ltd,Atlanta,GA,"Atlanta, GA",USA,Remote,1/24/2025,3/20/2025,Senior,Full-time,Finance,167095,211265,189180,"['CloudFormation', 'Azure DevOps', 'GCP', 'Kubernetes', 'Terraform']",['AWS Certified Solutions Architect'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,77,Older than 30 Days,158840.08
JD-1902,Site Reliability Engineer,"Gaines, Brown and Snyder",Phoenix,AZ,"Phoenix, AZ",USA,Hybrid,2/12/2025,3/17/2025,Mid-level,Contract,Finance,109169,124920,117044,"['CloudFormation', 'Azure DevOps', 'Kubernetes', 'AWS EC2', 'Terraform']","['Terraform Associate', 'AWS Certified Solutions Architect']",AWS,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,58,Older than 30 Days,172578.9
JD-1903,Cloud Data Engineer,"Strong, Warner and Cannon",Boston,MA,"Boston, MA",USA,Remote,3/30/2025,5/2/2025,Senior,Contract,Finance,133460,227885,180672,"['Docker', 'Python', 'GCP', 'Terraform', 'Linux', 'Kubernetes', 'AWS EC2']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,12,Posted in Last 30 Days,157901.38
JD-1904,Google Cloud Platform Engineer,Zavala-Dodson,Nashville,TN,"Nashville, TN",USA,Remote,1/14/2025,2/9/2025,Mid-level,Contract,Finance,112408,134384,123396,"['Terraform', 'Azure DevOps', 'CI/CD', 'AWS EC2', 'CloudFormation', 'Docker', 'Kubernetes']",['Microsoft Azure Fundamentals'],AWS,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,87,Older than 30 Days,162482.82
JD-1905,Google Cloud Platform Engineer,"Salazar, Miller and Arnold",Las Vegas,NV,"Las Vegas, NV",USA,Remote,3/10/2025,4/9/2025,Senior,Contract,Finance,135010,173468,154239,"['AWS EC2', 'Python', 'Azure DevOps', 'Docker', 'CI/CD', 'GCP', 'Linux', 'Terraform']","['Microsoft Azure Fundamentals', 'Terraform Associate']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,32,Older than 30 Days,169535.59
JD-1906,DevOps Engineer,Cummings-Garcia,Phoenix,AZ,"Phoenix, AZ",USA,Remote,1/23/2025,2/11/2025,Senior,Full-time,Finance,162313,204883,183598,"['AWS EC2', 'Linux', 'Azure DevOps', 'CI/CD', 'Docker']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",Azure,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,78,Older than 30 Days,172578.9
JD-1907,AWS Cloud Engineer,"Perez, Bell and Woods",Chicago,IL,"Chicago, IL",USA,Remote,2/28/2025,4/27/2025,Entry-level,Full-time,Healthcare,61089,98085,79587,"['Kubernetes', 'CloudFormation', 'CI/CD', 'Linux', 'Terraform', 'GCP', 'AWS EC2']",['Google Professional Cloud Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Operations,USD,42,Older than 30 Days,159980.67
JD-1908,Site Reliability Engineer,Smith Inc,Phoenix,AZ,"Phoenix, AZ",USA,On-site,3/27/2025,5/13/2025,Senior,Full-time,Finance,168800,197031,182915,"['Azure DevOps', 'Terraform', 'Kubernetes', 'AWS EC2', 'Python', 'CloudFormation']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,15,Posted in Last 30 Days,172578.9
JD-1909,DevOps Engineer,Ferguson Group,Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,1/13/2025,2/6/2025,Senior,Full-time,Telecommunications,231801,263862,247831,"['Kubernetes', 'AWS EC2', 'Python', 'Docker', 'Linux', 'CI/CD', 'GCP', 'CloudFormation']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,88,Older than 30 Days,169535.59
JD-1910,Google Cloud Platform Engineer,"Rojas, Tran and Williams",Atlanta,GA,"Atlanta, GA",USA,Remote,3/18/2025,4/24/2025,Senior,Full-time,Healthcare,238146,262980,250563,"['Terraform', 'Linux', 'GCP', 'Kubernetes', 'CloudFormation']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,24,Posted in Last 30 Days,158840.08
JD-1911,Azure DevOps Specialist,Dominguez-Jordan,Austin,TX,"Austin, TX",USA,Remote,3/26/2025,4/29/2025,Senior,Contract,Telecommunications,163500,182318,172909,"['Linux', 'Docker', 'Terraform', 'Python', 'AWS EC2']","['Terraform Associate', 'Google Professional Cloud Architect']",GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,16,Posted in Last 30 Days,171058.7
JD-1912,Cloud Data Engineer,"Taylor, Kim and Prince",Phoenix,AZ,"Phoenix, AZ",USA,On-site,2/21/2025,3/9/2025,Senior,Full-time,Finance,167987,225813,196900,"['Kubernetes', 'GCP', 'AWS EC2', 'Linux', 'CI/CD']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,49,Older than 30 Days,172578.9
JD-1913,Cloud Solutions Architect,Bell-Cooper,Seattle,WA,"Seattle, WA",USA,Hybrid,4/8/2025,4/28/2025,Senior,Full-time,Education,135851,214687,175269,"['Terraform', 'Docker', 'CloudFormation', 'Azure DevOps', 'AWS EC2', 'CI/CD']",['Terraform Associate'],Azure,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,3,Posted in Last 5 Days,172275.04
JD-1914,Google Cloud Platform Engineer,Allen Inc,Minneapolis,MN,"Minneapolis, MN",USA,On-site,4/10/2025,6/8/2025,Senior,Contract,Telecommunications,157116,191369,174242,"['Terraform', 'Azure DevOps', 'GCP', 'Kubernetes', 'Linux', 'Python']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,1,Posted in Last 5 Days,166680.8
JD-1915,DevOps Engineer,Perez Ltd,Phoenix,AZ,"Phoenix, AZ",USA,Remote,3/9/2025,4/9/2025,Senior,Contract,Healthcare,146673,229771,188222,"['CI/CD', 'CloudFormation', 'GCP', 'Kubernetes', 'Python']","['Terraform Associate', 'AWS Certified Solutions Architect']",GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,33,Older than 30 Days,172578.9
JD-1916,DevOps Engineer,"Bradley, Ritter and Smith",Miami,FL,"Miami, FL",USA,Remote,3/25/2025,5/5/2025,Entry-level,Contract,Finance,73172,83437,78304,"['Linux', 'CloudFormation', 'Kubernetes', 'Docker', 'CI/CD']",['Microsoft Azure Fundamentals'],AWS,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,17,Posted in Last 30 Days,164545.78
JD-1917,Azure DevOps Specialist,Hess Inc,Charlotte,NC,"Charlotte, NC",USA,On-site,3/21/2025,4/13/2025,Senior,Contract,Finance,211822,365786,288804,"['Azure DevOps', 'CI/CD', 'Docker', 'AWS EC2', 'Python']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",AWS,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,21,Posted in Last 30 Days,171317.19
JD-1918,Azure DevOps Specialist,Gonzales LLC,Charlotte,NC,"Charlotte, NC",USA,Remote,1/16/2025,2/24/2025,Senior,Full-time,Finance,155445,193705,174575,"['Kubernetes', 'AWS EC2', 'CI/CD', 'Docker', 'Azure DevOps', 'GCP', 'Linux']",['Google Professional Cloud Architect'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,85,Older than 30 Days,171317.19
JD-1919,Cloud Security Engineer,Bailey-Rios,New York,NY,"New York, NY",USA,Remote,1/15/2025,3/4/2025,Senior,Contract,E-commerce,182352,278411,230381,"['CI/CD', 'Azure DevOps', 'Docker', 'AWS EC2', 'Python']","['Terraform Associate', 'Google Professional Cloud Architect']",Azure,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,86,Older than 30 Days,169521.14
JD-1920,AWS Cloud Engineer,Anderson-Sanders,Philadelphia,PA,"Philadelphia, PA",USA,Hybrid,2/3/2025,3/12/2025,Senior,Contract,Telecommunications,235185,271494,253339,"['Docker', 'CloudFormation', 'CI/CD', 'AWS EC2', 'Linux']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",AWS,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,67,Older than 30 Days,164775.67
JD-1921,Site Reliability Engineer,Douglas Inc,San Francisco,CA,"San Francisco, CA",USA,Remote,3/15/2025,4/8/2025,Senior,Full-time,Finance,143379,189367,166373,"['CloudFormation', 'GCP', 'CI/CD', 'Kubernetes', 'AWS EC2', 'Terraform']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,27,Posted in Last 30 Days,158378.38
JD-1922,AWS Cloud Engineer,"Harris, Thornton and Li",Boston,MA,"Boston, MA",USA,On-site,2/4/2025,3/22/2025,Entry-level,Full-time,Healthcare,51554,89102,70328,"['CI/CD', 'Azure DevOps', 'Linux', 'AWS EC2', 'CloudFormation', 'GCP', 'Terraform', 'Docker']","['AWS Certified Solutions Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,66,Older than 30 Days,157901.38
