job-id,title,company,location,posted_date,description,requirements,salary_range,source,employment_type,experience_level,application_deadline,remote_option,company_size,industry,benefits,skills_preferred,job_status,application_url,company_website,posted_by,last_updated,keywords,work_hours,timezone,contact_email
JD-1355,AWS Data Engineer,InfoLabs,"Denver, CO",2/1/25,"Develop and manage AWS cloud infrastructure. Work on Java, Kubernetes, and security best practices.","Git, Go, Node.js, Jenkins, Ruby","$80,000 - $100,000",Glassdoor,Contract,Mid-level,3/13/25,Hybrid,201-500 employees,Cloud Computing,"Stock options, 401(k) matching","Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1854,https://www.company.com,HR Team,2/20/25,"Docker, Java, ECS, EKS, Cloud Developer",40 hours/week,PST,recruitment@company.com
JD-1356,AWS Solutions Architect,InfoLabs,"Houston, TX",2/16/25,"Develop and manage AWS cloud infrastructure. Work on AWS CLI, Jenkins, and security best practices.","Scala, Git, Prometheus, Swift, Go, Jenkins","$120,000 - $140,000",Company Website,Internship,Entry-level,3/29/25,Hybrid,501-1000 employees,Cloud Computing,"Professional development stipend, Stock options, 401(k) matching","Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1855,https://www.company.com,HR Team,2/20/25,"AWS, EKS, Docker, Java, Cloud Developer",35 hours/week,PST,jobs@company.com
JD-1357,AWS Data Engineer,InfoLabs,"New York, NY",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, AWS CLI, and security best practices.","Ruby, PHP, Swift, Git, Terraform","$80,000 - $100,000",LinkedIn,Internship,Mid-level,3/23/25,Onsite,1-50 employees,Information Technology,"401(k) matching, Paid time off, Health insurance","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1856,https://www.company.com,HR Team,2/20/25,"Docker, AWS, ECS, Java, Python",40 hours/week,MST,jobs@company.com
JD-1358,AWS Solutions Architect,CloudPeak Corp.,"New York, NY",2/7/25,"Develop and manage AWS cloud infrastructure. Work on Python, Node.js, and security best practices.","Go, TypeScript, Ansible, Java, Kubernetes, AWS CLI","$80,000 - $100,000",Company Website,Internship,Entry-level,3/15/25,Hybrid,501-1000 employees,Cybersecurity,"Stock options, Health insurance, Paid time off","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1857,https://www.company.com,HR Team,2/20/25,"AWS, Python, Java, EKS, Docker",Flexible,EST,recruitment@company.com
JD-1359,AWS Network Engineer,Innovatech LLC,"Boston, MA",2/21/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Docker, and security best practices.","Swift, Kubernetes, Node.js, Python","$80,000 - $100,000",Glassdoor,Internship,Entry-level,3/31/25,Onsite,1-50 employees,Cybersecurity,"Professional development stipend, Stock options, Paid time off","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1858,https://www.company.com,HR Team,2/20/25,"Python, EKS, Docker",40 hours/week,CST,careers@company.com
JD-1360,AWS Cloud Engineer,CloudPeak Corp.,"San Francisco, CA",2/4/25,"Develop and manage AWS cloud infrastructure. Work on Go, Jenkins, and security best practices.","AWS CLI, Jenkins, Prometheus, TypeScript, PHP, C#","$80,000 - $100,000",Company Website,Internship,Senior-level,3/5/25,Onsite,51-200 employees,Information Technology,"Professional development stipend, Stock options",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1859,https://www.company.com,HR Team,2/20/25,"Docker, EKS, AWS, Java",40 hours/week,PST,recruitment@company.com
JD-1361,AWS Cloud Engineer,CyberPartners,"Boston, MA",2/17/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Terraform, and security best practices.","Ansible, Go, Git, Scala, TypeScript, C#","$140,000 - $160,000",Indeed,Full-time,Entry-level,3/20/25,Remote,51-200 employees,Information Technology,"Paid time off, Stock options, Professional development stipend, 401(k) matching","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1860,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Docker, Java",Flexible,PST,jobs@company.com
JD-1362,AWS Cloud Engineer,NetVentures,"New York, NY",2/18/25,"Develop and manage AWS cloud infrastructure. Work on Java, Java, and security best practices.","C#, Java, Node.js, PHP","$120,000 - $140,000",LinkedIn,Full-time,Entry-level,3/5/25,Remote,501-1000 employees,Cybersecurity,"401(k) matching, Professional development stipend","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1861,https://www.company.com,HR Team,2/20/25,"Java, Cloud Developer, Python",35 hours/week,PST,careers@company.com
JD-1363,AWS Cloud Developer,NextGen Systems,"Chicago, IL",2/26/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Kubernetes, and security best practices.","Python, C#, Swift, Docker, Ruby, PHP","$120,000 - $140,000",Glassdoor,Full-time,Senior-level,3/7/25,Onsite,51-200 employees,Cybersecurity,"Stock options, Paid time off, 401(k) matching","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1862,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Python, ECS, AWS, Java",Flexible,EST,careers@company.com
JD-1364,AWS Solutions Architect,NetVentures,"Seattle, WA",2/19/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Go, and security best practices.","Ruby, Docker, Jenkins, Node.js, Ansible, Prometheus","$80,000 - $100,000",Glassdoor,Contract,Entry-level,3/16/25,Hybrid,201-500 employees,Software Development,"Paid time off, Stock options, Professional development stipend","Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1863,https://www.company.com,HR Team,2/20/25,"Cloud Developer, ECS, Java, AWS",40 hours/week,PST,recruitment@company.com
JD-1365,AWS Solutions Architect,NetVentures,"Denver, CO",2/10/25,"Develop and manage AWS cloud infrastructure. Work on Node.js, TypeScript, and security best practices.","Ruby, PHP, Node.js, Jenkins, Ansible","$100,000 - $120,000",LinkedIn,Contract,Senior-level,3/14/25,Remote,501-1000 employees,Cybersecurity,"401(k) matching, Stock options, Paid time off",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1864,https://www.company.com,HR Team,2/20/25,"EKS, Docker, AWS, ECS",Flexible,EST,jobs@company.com
JD-1366,AWS Cloud Engineer,Skyline Technologies,"San Francisco, CA",2/20/25,"Develop and manage AWS cloud infrastructure. Work on PHP, AWS CLI, and security best practices.","Scala, Jenkins, Swift, Git, Prometheus","$120,000 - $140,000",Indeed,Part-time,Mid-level,3/19/25,Remote,501-1000 employees,Information Technology,"Health insurance, Stock options","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1865,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Docker, Java, Python",40 hours/week,EST,recruitment@company.com
JD-1367,AWS Data Engineer,Innovatech LLC,"Austin, TX",2/14/25,"Develop and manage AWS cloud infrastructure. Work on Python, Terraform, and security best practices.","C#, Prometheus, Java, Terraform, Git, Kubernetes","$120,000 - $140,000",LinkedIn,Internship,Senior-level,3/30/25,Onsite,1-50 employees,Cloud Computing,"Professional development stipend, Paid time off",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1866,https://www.company.com,HR Team,2/20/25,"AWS, Cloud Developer, ECS",40 hours/week,CST,jobs@company.com
JD-1368,AWS Systems Administrator,NextGen Systems,"Boston, MA",2/22/25,"Develop and manage AWS cloud infrastructure. Work on Go, Git, and security best practices.","Node.js, Terraform, C#, Ruby, AWS CLI, Swift","$80,000 - $100,000",LinkedIn,Internship,Entry-level,3/24/25,Remote,1000+ employees,Software Development,"Paid time off, Professional development stipend","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1867,https://www.company.com,HR Team,2/20/25,"ECS, Docker, Python, Cloud Developer, EKS",40 hours/week,MST,careers@company.com
JD-1369,AWS Data Engineer,CyberPartners,"Remote, USA",2/8/25,"Develop and manage AWS cloud infrastructure. Work on Terraform, Java, and security best practices.","Java, Scala, Ruby, Ansible, Jenkins, Git","$100,000 - $120,000",Glassdoor,Contract,Senior-level,3/31/25,Remote,201-500 employees,Cybersecurity,"401(k) matching, Professional development stipend, Stock options, Health insurance",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1868,https://www.company.com,HR Team,2/20/25,"EKS, ECS, Docker, Python, Cloud Developer",35 hours/week,PST,careers@company.com
JD-1370,AWS Systems Administrator,TechSolutions Inc.,"Chicago, IL",2/27/25,"Develop and manage AWS cloud infrastructure. Work on Python, Kubernetes, and security best practices.","Ruby, Git, Terraform, PHP, Ansible, Jenkins","$140,000 - $160,000",Company Website,Internship,Senior-level,3/15/25,Hybrid,1000+ employees,Software Development,"Stock options, Paid time off, 401(k) matching",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1869,https://www.company.com,HR Team,2/20/25,"ECS, AWS, Python",35 hours/week,CST,careers@company.com
JD-1371,AWS Cloud Developer,Skyline Technologies,"Denver, CO",2/15/25,"Develop and manage AWS cloud infrastructure. Work on Scala, TypeScript, and security best practices.","Go, Git, Python, Swift, Terraform","$140,000 - $160,000",Company Website,Full-time,Senior-level,3/2/25,Remote,1-50 employees,Cloud Computing,"Paid time off, Health insurance, Stock options",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1870,https://www.company.com,HR Team,2/20/25,"EKS, Cloud Developer, Java",35 hours/week,EST,jobs@company.com
JD-1372,AWS Cloud Consultant,Skyline Technologies,"Seattle, WA",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Python, Kubernetes, and security best practices.","Java, Docker, Swift, Kubernetes, Ruby, Go","$120,000 - $140,000",LinkedIn,Full-time,Mid-level,3/14/25,Remote,201-500 employees,Software Development,"Paid time off, Health insurance, Stock options, 401(k) matching",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1871,https://www.company.com,HR Team,2/20/25,"ECS, Java, EKS",40 hours/week,MST,jobs@company.com
JD-1373,AWS Data Engineer,NextGen Systems,"San Francisco, CA",2/15/25,"Develop and manage AWS cloud infrastructure. Work on Go, Git, and security best practices.","Go, Docker, Jenkins, Java, Node.js","$100,000 - $120,000",Glassdoor,Internship,Mid-level,3/4/25,Remote,1-50 employees,Cybersecurity,"401(k) matching, Professional development stipend, Paid time off","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1872,https://www.company.com,HR Team,2/20/25,"AWS, EKS, Java",40 hours/week,PST,recruitment@company.com
JD-1374,AWS Cloud Engineer,NetVentures,"Remote, USA",2/22/25,"Develop and manage AWS cloud infrastructure. Work on Docker, TypeScript, and security best practices.","Terraform, Ansible, Swift, Python","$140,000 - $160,000",LinkedIn,Full-time,Mid-level,3/24/25,Hybrid,201-500 employees,Cybersecurity,"401(k) matching, Stock options, Health insurance",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1873,https://www.company.com,HR Team,2/20/25,"AWS, EKS, ECS, Python, Docker",Flexible,MST,jobs@company.com
JD-1375,AWS Solutions Architect,TechSolutions Inc.,"Chicago, IL",2/17/25,"Develop and manage AWS cloud infrastructure. Work on Kubernetes, Java, and security best practices.","Go, Prometheus, AWS CLI, Scala, Java","$140,000 - $160,000",LinkedIn,Contract,Mid-level,3/22/25,Onsite,51-200 employees,Software Development,"Professional development stipend, 401(k) matching, Paid time off",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1874,https://www.company.com,HR Team,2/20/25,"ECS, Python, AWS",40 hours/week,CST,careers@company.com
JD-1376,AWS Cloud Engineer,InfoLabs,"New York, NY",2/25/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Jenkins, and security best practices.","Swift, AWS CLI, Kubernetes, TypeScript, Python","$100,000 - $120,000",LinkedIn,Part-time,Entry-level,3/4/25,Hybrid,51-200 employees,Software Development,"Paid time off, 401(k) matching, Stock options, Health insurance","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1875,https://www.company.com,HR Team,2/20/25,"EKS, ECS, Java, Python, Cloud Developer",Flexible,EST,recruitment@company.com
JD-1377,AWS Systems Administrator,InfoLabs,"Seattle, WA",2/18/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Java, and security best practices.","Ansible, Ruby, Go, Scala, Prometheus, Node.js","$100,000 - $120,000",Company Website,Contract,Entry-level,3/21/25,Remote,501-1000 employees,Cybersecurity,"Stock options, 401(k) matching, Health insurance, Professional development stipend","Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1876,https://www.company.com,HR Team,2/20/25,"AWS, Docker, Java",40 hours/week,EST,careers@company.com
JD-1378,AWS Data Engineer,TechSolutions Inc.,"San Francisco, CA",2/10/25,"Develop and manage AWS cloud infrastructure. Work on Go, Scala, and security best practices.","Scala, Terraform, AWS CLI, Kubernetes, Ruby, Ansible","$140,000 - $160,000",Indeed,Part-time,Senior-level,3/9/25,Onsite,51-200 employees,Software Development,"Paid time off, Health insurance, 401(k) matching, Stock options","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1877,https://www.company.com,HR Team,2/20/25,"EKS, AWS, Docker",Flexible,EST,careers@company.com
JD-1379,AWS Data Engineer,NextGen Systems,"Austin, TX",2/16/25,"Develop and manage AWS cloud infrastructure. Work on Scala, PHP, and security best practices.","Git, C#, Python, Jenkins","$120,000 - $140,000",LinkedIn,Full-time,Mid-level,3/20/25,Hybrid,1-50 employees,Cybersecurity,"Professional development stipend, 401(k) matching, Stock options, Paid time off","Experience with CI/CD pipelines, Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1878,https://www.company.com,HR Team,2/20/25,"EKS, Python, Java, Docker",40 hours/week,PST,careers@company.com
JD-1380,AWS Solutions Architect,InfoLabs,"Austin, TX",2/15/25,"Develop and manage AWS cloud infrastructure. Work on Python, Terraform, and security best practices.","Node.js, Ruby, Java, Go, AWS CLI, Kubernetes","$120,000 - $140,000",Glassdoor,Part-time,Mid-level,3/2/25,Hybrid,201-500 employees,Cybersecurity,"Health insurance, Professional development stipend, 401(k) matching, Stock options",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1879,https://www.company.com,HR Team,2/20/25,"Python, ECS, AWS",40 hours/week,EST,jobs@company.com
JD-1381,AWS Solutions Architect,TechSolutions Inc.,"San Francisco, CA",2/19/25,"Develop and manage AWS cloud infrastructure. Work on PHP, Go, and security best practices.","Java, Python, Terraform, AWS CLI, Scala, Go","$100,000 - $120,000",Company Website,Internship,Entry-level,3/21/25,Hybrid,501-1000 employees,Cybersecurity,"401(k) matching, Professional development stipend, Paid time off, Health insurance","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1880,https://www.company.com,HR Team,2/20/25,"Python, ECS, AWS, Cloud Developer, Java",40 hours/week,CST,jobs@company.com
JD-1382,AWS Cloud Developer,Skyline Technologies,"Boston, MA",2/17/25,"Develop and manage AWS cloud infrastructure. Work on Scala, Node.js, and security best practices.","C#, Scala, Docker, Java, Prometheus, Ruby","$100,000 - $120,000",Glassdoor,Part-time,Senior-level,3/26/25,Hybrid,51-200 employees,Information Technology,"Health insurance, Professional development stipend, Paid time off, Stock options",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1881,https://www.company.com,HR Team,2/20/25,"Python, Cloud Developer, ECS",Flexible,MST,careers@company.com
JD-1383,AWS Security Engineer,TechSolutions Inc.,"Seattle, WA",2/1/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Go, and security best practices.","Kubernetes, Jenkins, Scala, Go, Node.js, Docker","$100,000 - $120,000",Glassdoor,Contract,Senior-level,3/15/25,Hybrid,201-500 employees,Information Technology,"Health insurance, Professional development stipend, Stock options, Paid time off",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1882,https://www.company.com,HR Team,2/20/25,"Cloud Developer, ECS, Python, Docker",35 hours/week,PST,careers@company.com
JD-1384,AWS Network Engineer,CyberPartners,"San Francisco, CA",2/12/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Ruby, and security best practices.","Ansible, Prometheus, C#, Java, Python","$80,000 - $100,000",Company Website,Contract,Senior-level,3/27/25,Hybrid,501-1000 employees,Cloud Computing,"Stock options, 401(k) matching, Professional development stipend, Health insurance","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1883,https://www.company.com,HR Team,2/20/25,"AWS, Docker, ECS, Java, EKS",40 hours/week,EST,jobs@company.com
JD-1385,AWS Systems Administrator,NetVentures,"Austin, TX",2/6/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Ansible, and security best practices.","AWS CLI, Python, Java, Git","$100,000 - $120,000",Glassdoor,Part-time,Entry-level,3/8/25,Hybrid,1000+ employees,Cybersecurity,"Professional development stipend, Paid time off, Stock options, Health insurance","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1884,https://www.company.com,HR Team,2/20/25,"Java, Docker, Cloud Developer, ECS",Flexible,CST,careers@company.com
JD-1386,AWS Data Engineer,Skyline Technologies,"Boston, MA",2/8/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Python, and security best practices.","Swift, Java, Python, Node.js, TypeScript","$120,000 - $140,000",LinkedIn,Part-time,Entry-level,3/10/25,Hybrid,51-200 employees,Information Technology,"Health insurance, 401(k) matching",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1885,https://www.company.com,HR Team,2/20/25,"Python, Docker, Cloud Developer",35 hours/week,MST,careers@company.com
JD-1387,AWS Security Engineer,NextGen Systems,"Denver, CO",2/5/25,"Develop and manage AWS cloud infrastructure. Work on AWS CLI, Go, and security best practices.","PHP, Scala, Git, Go","$120,000 - $140,000",Glassdoor,Full-time,Entry-level,3/31/25,Onsite,201-500 employees,Cloud Computing,"Professional development stipend, 401(k) matching, Health insurance, Stock options",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1886,https://www.company.com,HR Team,2/20/25,"Docker, Cloud Developer, EKS, Java",40 hours/week,PST,careers@company.com
JD-1388,AWS Data Engineer,CyberPartners,"Houston, TX",2/23/25,"Develop and manage AWS cloud infrastructure. Work on Scala, Node.js, and security best practices.","TypeScript, Go, Scala, Python","$100,000 - $120,000",Indeed,Full-time,Mid-level,3/10/25,Remote,201-500 employees,Cybersecurity,"401(k) matching, Stock options","Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1887,https://www.company.com,HR Team,2/20/25,"Python, AWS, Cloud Developer",40 hours/week,CST,careers@company.com
JD-1389,AWS Systems Administrator,InfoLabs,"New York, NY",2/9/25,"Develop and manage AWS cloud infrastructure. Work on Go, Jenkins, and security best practices.","Kubernetes, PHP, Docker, TypeScript, Ansible, Terraform","$100,000 - $120,000",LinkedIn,Internship,Senior-level,3/27/25,Remote,51-200 employees,Cybersecurity,"Paid time off, Professional development stipend, Stock options, Health insurance","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1888,https://www.company.com,HR Team,2/20/25,"Docker, ECS, Cloud Developer, Java, Python",Flexible,PST,recruitment@company.com
JD-1390,AWS Cloud Developer,InfoLabs,"Austin, TX",2/25/25,"Develop and manage AWS cloud infrastructure. Work on TypeScript, Ruby, and security best practices.","Ansible, Ruby, C#, Node.js, AWS CLI, Go","$100,000 - $120,000",LinkedIn,Full-time,Mid-level,3/22/25,Onsite,201-500 employees,Software Development,"Paid time off, 401(k) matching","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1889,https://www.company.com,HR Team,2/20/25,"EKS, Java, Cloud Developer, AWS, Python",35 hours/week,CST,recruitment@company.com
JD-1391,AWS Network Engineer,Skyline Technologies,"San Francisco, CA",2/12/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, PHP, and security best practices.","Scala, Prometheus, Git, Kubernetes","$140,000 - $160,000",Company Website,Full-time,Entry-level,3/31/25,Hybrid,1-50 employees,Cloud Computing,"Paid time off, Professional development stipend",Understanding of serverless architecture,Open,https://www.company.com/jobs/view/JD1890,https://www.company.com,HR Team,2/20/25,"Java, Docker, AWS, EKS",Flexible,MST,careers@company.com
JD-1392,AWS Cloud Developer,CyberPartners,"San Francisco, CA",2/4/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Ansible, and security best practices.","Scala, C#, Node.js, Java, Terraform","$140,000 - $160,000",Glassdoor,Part-time,Entry-level,3/31/25,Onsite,51-200 employees,Cybersecurity,"Health insurance, Professional development stipend, Stock options",Knowledge of Terraform,Open,https://www.company.com/jobs/view/JD1891,https://www.company.com,HR Team,2/20/25,"EKS, Docker, AWS, Python",Flexible,MST,jobs@company.com
JD-1393,AWS Systems Administrator,Innovatech LLC,"Seattle, WA",2/27/25,"Develop and manage AWS cloud infrastructure. Work on C#, Prometheus, and security best practices.","Go, Python, C#, Kubernetes, AWS CLI","$100,000 - $120,000",LinkedIn,Part-time,Senior-level,3/6/25,Onsite,501-1000 employees,Software Development,"Stock options, Professional development stipend, Paid time off","Understanding of serverless architecture, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1892,https://www.company.com,HR Team,2/20/25,"ECS, Python, EKS",35 hours/week,EST,careers@company.com
JD-1394,AWS Data Engineer,Innovatech LLC,"Remote, USA",2/6/25,"Develop and manage AWS cloud infrastructure. Work on Ansible, Scala, and security best practices.","C#, PHP, Docker, Terraform, Ruby","$80,000 - $100,000",Company Website,Part-time,Mid-level,3/21/25,Onsite,51-200 employees,Cybersecurity,"Health insurance, Professional development stipend, 401(k) matching, Paid time off",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1893,https://www.company.com,HR Team,2/20/25,"Docker, ECS, AWS",35 hours/week,PST,careers@company.com
JD-1395,AWS DevOps Engineer,TechSolutions Inc.,"Remote, USA",2/26/25,"Develop and manage AWS cloud infrastructure. Work on Python, Jenkins, and security best practices.","Go, Terraform, Jenkins, Swift, Git","$100,000 - $120,000",Glassdoor,Part-time,Entry-level,3/4/25,Remote,201-500 employees,Information Technology,"401(k) matching, Stock options","Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1894,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Java, ECS",40 hours/week,EST,careers@company.com
JD-1396,AWS Security Engineer,CloudPeak Corp.,"Boston, MA",2/9/25,"Develop and manage AWS cloud infrastructure. Work on PHP, C#, and security best practices.","Prometheus, Node.js, Docker, Ruby, Kubernetes, Scala","$100,000 - $120,000",Glassdoor,Contract,Senior-level,3/25/25,Onsite,501-1000 employees,Cybersecurity,"Paid time off, Health insurance, Stock options, 401(k) matching","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1895,https://www.company.com,HR Team,2/20/25,"Docker, ECS, Python, AWS",Flexible,MST,recruitment@company.com
JD-1397,AWS Cloud Developer,NextGen Systems,"Seattle, WA",2/18/25,"Develop and manage AWS cloud infrastructure. Work on Swift, Jenkins, and security best practices.","Node.js, Java, Terraform, TypeScript, C#, Git","$140,000 - $160,000",Glassdoor,Internship,Mid-level,3/15/25,Hybrid,1-50 employees,Cybersecurity,"Paid time off, Health insurance, Stock options, Professional development stipend","Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1896,https://www.company.com,HR Team,2/20/25,"Docker, AWS, ECS",35 hours/week,CST,careers@company.com
JD-1398,AWS Cloud Consultant,CyberPartners,"Seattle, WA",2/12/25,"Develop and manage AWS cloud infrastructure. Work on Jenkins, Kubernetes, and security best practices.","Terraform, Git, Python, Ruby, Prometheus","$100,000 - $120,000",Company Website,Full-time,Entry-level,3/19/25,Hybrid,1000+ employees,Cloud Computing,"Paid time off, Stock options, Health insurance, Professional development stipend",Experience with CI/CD pipelines,Open,https://www.company.com/jobs/view/JD1897,https://www.company.com,HR Team,2/20/25,"Cloud Developer, Java, Docker, EKS",40 hours/week,PST,careers@company.com
JD-1399,AWS Cloud Developer,NetVentures,"Houston, TX",2/27/25,"Develop and manage AWS cloud infrastructure. Work on Prometheus, Scala, and security best practices.","Node.js, Scala, Python, TypeScript","$140,000 - $160,000",Glassdoor,Contract,Mid-level,3/18/25,Hybrid,201-500 employees,Software Development,"Paid time off, Health insurance, Professional development stipend","Knowledge of Terraform, Experience with CI/CD pipelines, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1898,https://www.company.com,HR Team,2/20/25,"Java, ECS, Docker",35 hours/week,CST,careers@company.com
JD-1400,AWS Solutions Architect,InfoLabs,"Austin, TX",2/21/25,"Develop and manage AWS cloud infrastructure. Work on PHP, Ansible, and security best practices.","Git, Docker, C#, Ruby, Ansible, Swift","$140,000 - $160,000",Company Website,Internship,Entry-level,3/7/25,Remote,51-200 employees,Information Technology,"Professional development stipend, Stock options, 401(k) matching, Paid time off","Knowledge of Terraform, Understanding of serverless architecture, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1899,https://www.company.com,HR Team,2/20/25,"Cloud Developer, EKS, AWS, Java, ECS",Flexible,EST,recruitment@company.com
JD-1401,AWS Systems Administrator,Skyline Technologies,"San Francisco, CA",2/16/25,"Develop and manage AWS cloud infrastructure. Work on Ruby, Prometheus, and security best practices.","Ruby, Kubernetes, Jenkins, C#, Git, Prometheus","$120,000 - $140,000",Indeed,Full-time,Mid-level,3/11/25,Hybrid,1000+ employees,Information Technology,"Paid time off, Stock options, Health insurance","Understanding of serverless architecture, Knowledge of Terraform, Experience with CI/CD pipelines",Open,https://www.company.com/jobs/view/JD1900,https://www.company.com,HR Team,2/20/25,"EKS, Python, ECS",40 hours/week,PST,jobs@company.com
JD-1402,AWS Cloud Engineer,CloudPeak Corp.,"Remote, USA",2/9/25,"Develop and manage AWS cloud infrastructure. Work on Node.js, Swift, and security best practices.","AWS CLI, Python, Prometheus, Java, Docker, Go","$80,000 - $100,000",LinkedIn,Contract,Mid-level,3/5/25,Hybrid,1-50 employees,Software Development,"Paid time off, Stock options, Health insurance","Experience with CI/CD pipelines, Knowledge of Terraform, Understanding of serverless architecture",Open,https://www.company.com/jobs/view/JD1901,https://www.company.com,HR Team,2/20/25,"Java, Python, Docker, EKS",35 hours/week,PST,careers@company.com
JD-1403,AWS Solutions Architect,InfoLabs,"Chicago, IL",2/13/25,"Develop and manage AWS cloud infrastructure. Work on AWS CLI, Prometheus, and security best practices.","Jenkins, Python, Ansible, Kubernetes, Terraform, Docker","$140,000 - $160,000",Indeed,Part-time,Senior-level,3/9/25,Hybrid,1-50 employees,Information Technology,"Health insurance, Paid time off, Professional development stipend, 401(k) matching","Understanding of serverless architecture, Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1902,https://www.company.com,HR Team,2/20/25,"Python, EKS, ECS",40 hours/week,EST,recruitment@company.com
JD-1404,AWS Cloud Consultant,NextGen Systems,"San Francisco, CA",2/18/25,"Develop and manage AWS cloud infrastructure. Work on Swift, Ruby, and security best practices.","Git, Docker, PHP, Node.js, AWS CLI","$140,000 - $160,000",Company Website,Contract,Mid-level,3/20/25,Remote,201-500 employees,Software Development,"Professional development stipend, Paid time off, Stock options","Experience with CI/CD pipelines, Knowledge of Terraform",Open,https://www.company.com/jobs/view/JD1903,https://www.company.com,HR Team,2/20/25,"EKS, Java, AWS, ECS",40 hours/week,PST,jobs@company.com
