job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,state_avg_salary,how_much_older
AZURE-1497,Azure Data Engineer,Google,Nashville,TN,"Nashville, TN",USA,Hybrid,1/24/2025,4/22/2025,Entry,Part-time,Finance,"$102,329 ","$123,500 ","$112,914 ","['Docker', 'Azure Monitor', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,77,"$169,521 ",older than 30 days
AZURE-1498,Azure Cloud Engineer,TCS,Minneapolis,MN,"Minneapolis, MN",USA,On-site,3/14/2025,5/14/2025,Senior,Internship,E-commerce,"$168,308 ","$180,847 ","$174,577 ","['Docker', 'Azure Monitor', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,28,"$164,776 ",older than 30 days
AZURE-1499,Azure Security Engineer,Accenture,New York,NY,"New York, NY",USA,Hybrid,3/12/2025,4/5/2025,Entry,Part-time,Cybersecurity,"$112,026 ","$124,465 ","$118,245 ","['Azure Active Directory', 'CI/CD', 'Azure Functions', 'Python', 'Bicep']","['Microsoft Certified: Azure Administrator Associate', 'Microsoft Certified: Azure Solutions Architect Expert']",Azure,"As a Azure Security Engineer at IBM, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Engineering,USD,48,"$166,568 ",10 days
AZURE-1500,Azure Solutions Architect,Deloitte,Seattle,WA,"Seattle, WA",USA,On-site,4/5/2025,5/11/2025,Mid,Part-time,Finance,"$124,067 ","$133,226 ","$128,646 ","['Azure Functions', 'CI/CD', 'Python', 'Terraform', 'ARM Templates']","['Microsoft Certified: Azure Fundamentals', 'Microsoft Certified: Azure Solutions Architect Expert']",Azure,"As a Azure Solutions Architect at Amazon, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Architecture,USD,24,"$182,208 ",15 days
AZURE-1501,Azure Cloud Engineer,Capgemini,Austin,TX,"Austin, TX",USA,Hybrid,3/14/2025,5/30/2025,Mid,Full-time,Education,"$141,867 ","$185,068 ","$163,467 ","['Docker', 'Azure Monitor', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,28,"$164,546 ",15 days
AZURE-1502,Azure DevOps Engineer,EY,Seattle,WA,"Seattle, WA",USA,Remote,3/14/2025,3/16/2025,Senior,Full-time,E-commerce,"$211,842 ","$254,956 ","$233,399 ","['Azure DevOps', 'CI/CD', 'Azure Monitor', 'Python', 'Linux', 'Azure AD', 'Terraform']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Expired,Operations,USD,28,"$166,681 ",10 days
AZURE-1503,Azure Site Reliability Engineer,HPE,Portland,OR,"Portland, OR",USA,Hybrid,2/14/2025,3/29/2025,Entry,Part-time,Finance,"$118,449 ","$133,706 ","$126,077 ","['Azure Functions', 'Bicep', 'PowerShell', 'Azure DevOps', 'Azure Kubernetes Service']","['Microsoft Certified: Azure Administrator Associate', 'Microsoft Certified: Azure Fundamentals']",Azure,"As a Azure Site Reliability Engineer at Oracle, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Data Science,USD,74,"$158,975 ",15 days
AZURE-1504,Azure Platform Engineer,Meta,Nashville,TN,"Nashville, TN",USA,Remote,1/15/2025,6/2/2025,Entry,Contract,E-commerce,"$98,118 ","$132,660 ","$115,389 ","['Azure DevOps', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,86,"$164,546 ",15 days
AZURE-1505,Azure System Administrator,Cisco,Austin,TX,"Austin, TX",USA,Remote,1/28/2025,5/3/2025,Mid,Full-time,E-commerce,"$209,998 ","$303,070 ","$256,534 ","['CI/CD', 'Azure DevOps', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure System Administrator, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,73,"$162,483 ",5 days
AZURE-1506,Azure DevOps Engineer,HPE,San Jose,CA,"San Jose, CA",USA,On-site,4/7/2025,5/30/2025,Senior,Internship,E-commerce,"$111,831 ","$145,495 ","$128,663 ","['Azure Monitor', 'CI/CD', 'Azure DevOps', 'ARM Templates', 'Python', 'Kubernetes', 'Terraform']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure DevOps Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,4,"$164,776 ",15 days
AZURE-1507,Azure System Administrator,Amazon,Charlotte,NC,"Charlotte, NC",USA,On-site,3/18/2025,5/11/2025,Entry,Full-time,Telecommunications,"$96,121 ","$148,490 ","$122,305 ","['Docker', 'CI/CD', 'Azure Monitor', 'ARM Templates', 'Python', 'Azure AD', 'Kubernetes']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure System Administrator, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,24,"$171,059 ",5 days
AZURE-1508,Azure Security Specialist,Infosys,San Diego,CA,"San Diego, CA",USA,On-site,2/23/2025,5/25/2025,Senior,Contract,Education,"$106,387 ","$122,479 ","$114,433 ","['CI/CD', 'Azure DevOps', 'Azure Monitor', 'Python', 'Linux', 'Azure AD', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Security Specialist, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,47,"$172,579 ",5 days
AZURE-1509,Azure Site Reliability Engineer,TCS,Detroit,MI,"Detroit, MI",USA,Hybrid,2/15/2025,4/12/2025,Mid,Part-time,Cybersecurity,"$117,257 ","$139,497 ","$128,377 ","['Azure Active Directory', 'Azure DevOps', 'Bicep', 'Azure Functions', 'CI/CD']","['Microsoft Certified: Azure Fundamentals', 'Microsoft Certified: DevOps Engineer Expert']",Azure,"As a Azure Site Reliability Engineer at Microsoft, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Engineering,USD,73,"$181,578 ",10 days
AZURE-1510,Cloud Developer - Azure,TCS,Seattle,WA,"Seattle, WA",USA,Remote,2/15/2025,5/14/2025,Mid,Full-time,E-commerce,"$189,243 ","$267,099 ","$228,171 ","['Docker', 'Azure DevOps', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Cloud Developer - Azure, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,55,"$158,378 ",10 days
AZURE-1511,Azure Solutions Architect,Cognizant,Denver,CO,"Denver, CO",USA,Hybrid,2/21/2025,4/2/2025,Mid,Full-time,Cloud Services,"$114,131 ","$137,386 ","$125,758 ","['CI/CD', 'Bicep', 'Azure Kubernetes Service', 'Azure Active Directory', 'ARM Templates']","['Microsoft Certified: Azure Fundamentals', 'Microsoft Certified: Azure Solutions Architect Expert']",Azure,"As a Azure Solutions Architect at Wipro, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Data Science,USD,67,"$169,820 ",5 days
AZURE-1512,Azure Infrastructure Consultant,Adobe,Seattle,WA,"Seattle, WA",USA,Hybrid,2/21/2025,5/11/2025,Mid,Full-time,Telecommunications,"$103,873 ","$125,429 ","$114,651 ","['Docker', 'CI/CD', 'Azure DevOps', 'Azure Monitor', 'ARM Templates', 'Linux', 'Terraform']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure Infrastructure Consultant, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,49,"$159,981 ",10 days
AZURE-1513,Azure Data Engineer,Microsoft,San Jose,CA,"San Jose, CA",USA,On-site,3/31/2025,5/19/2025,Entry,Contract,Education,"$143,356 ","$186,679 ","$165,017 ","['Docker', 'Azure Monitor', 'Azure DevOps', 'ARM Templates', 'Python', 'Linux', 'Terraform']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,11,"$164,546 ",15 days
AZURE-1514,Azure Site Reliability Engineer,TCS,Charlotte,NC,"Charlotte, NC",USA,On-site,2/12/2025,6/7/2025,Senior,Full-time,Finance,"$73,344 ","$84,197 ","$78,770 ","['Docker', 'CI/CD', 'Azure Monitor', 'ARM Templates', 'Azure AD', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,58,"$164,546 ",10 days
AZURE-1515,Azure Infrastructure Consultant,Meta,Pittsburgh,PA,"Pittsburgh, PA",USA,On-site,2/23/2025,3/29/2025,Mid,Part-time,Healthcare,"$118,307 ","$140,912 ","$129,609 ","['Azure Functions', 'PowerShell', 'Terraform', 'Azure Active Directory', 'Azure Kubernetes Service']","['Microsoft Certified: DevOps Engineer Expert', 'Microsoft Certified: Azure Administrator Associate']",Azure,"As a Azure Infrastructure Consultant at Capgemini, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Architecture,USD,65,"$157,370 ",10 days
AZURE-1516,Cloud Developer - Azure,Salesforce,Cincinnati,OH,"Cincinnati, OH",USA,On-site,2/8/2025,6/8/2025,Mid,Contract,Education,"$58,690 ","$90,503 ","$74,596 ","['Docker', 'Azure Monitor', 'CI/CD', 'ARM Templates', 'Python', 'Azure AD', 'Kubernetes']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Cloud Developer - Azure, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,62,"$162,483 ",1 days
AZURE-1517,Azure Solutions Architect,HPE,Minneapolis,MN,"Minneapolis, MN",USA,Remote,2/4/2025,2/26/2025,Mid,Full-time,Cybersecurity,"$142,118 ","$148,753 ","$145,435 ","['PowerShell', 'ARM Templates', 'Python', 'CI/CD', 'Terraform']","['Microsoft Certified: Azure Fundamentals', 'Microsoft Certified: DevOps Engineer Expert']",Azure,"As a Azure Solutions Architect at Google, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Security,USD,84,"$169,786 ",5 days
AZURE-1518,Azure Site Reliability Engineer,ServiceNow,Atlanta,GA,"Atlanta, GA",USA,On-site,1/18/2025,6/3/2025,Entry,Full-time,Telecommunications,"$54,883 ","$92,361 ","$73,622 ","['Docker', 'CI/CD', 'Azure Monitor', 'Azure DevOps', 'ARM Templates', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Site Reliability Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,83,"$164,546 ",1 days
AZURE-1519,Azure Cloud Engineer,Salesforce,Denver,CO,"Denver, CO",USA,Hybrid,2/8/2025,3/26/2025,Senior,Full-time,Education,"$95,695 ","$122,033 ","$108,864 ","['CI/CD', 'Azure Monitor', 'Azure DevOps', 'Python', 'Azure AD', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Expired,Security,USD,62,"$164,776 ",1 days
AZURE-1520,Azure Solutions Architect,Meta,Raleigh,NC,"Raleigh, NC",USA,Remote,3/28/2025,5/26/2025,Mid,Full-time,Cybersecurity,"$144,452 ","$158,375 ","$151,413 ","['PowerShell', 'Azure DevOps', 'Azure Functions', 'Azure Kubernetes Service', 'Azure Active Directory']","['Microsoft Certified: Azure Administrator Associate', 'Microsoft Certified: Azure Fundamentals']",Azure,"As a Azure Solutions Architect at HCLTech, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Data Science,USD,32,"$158,987 ",1 days
AZURE-1521,Azure Cloud Engineer,PwC,New York,NY,"New York, NY",USA,Hybrid,3/14/2025,5/30/2025,Entry,Full-time,Education,"$141,867 ","$185,068 ","$163,467 ","['Docker', 'Azure Monitor', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Cloud Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Operations,USD,28,"$164,546 ",5 days
AZURE-1522,Azure Solutions Architect,Microsoft,Cincinnati,OH,"Cincinnati, OH",USA,On-site,3/10/2025,4/13/2025,Entry,Full-time,IT Consulting,"$108,095 ","$121,320 ","$114,707 ","['Azure Functions', 'Python', 'ARM Templates', 'PowerShell', 'Bicep']","['Microsoft Certified: DevOps Engineer Expert', 'Microsoft Certified: Azure Fundamentals']",Azure,"As a Azure Solutions Architect at Salesforce, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Security,USD,50,"$175,731 ",30 days
AZURE-1523,Azure Data Engineer,Accenture,Portland,OR,"Portland, OR",USA,Hybrid,1/25/2025,5/4/2025,Mid,Internship,Education,"$168,791 ","$198,713 ","$183,752 ","['Docker', 'Azure DevOps', 'CI/CD', 'Azure Monitor', 'ARM Templates', 'Python', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,76,"$164,776 ",1 days
AZURE-1524,Azure Data Engineer,Google,New York,NY,"New York, NY",USA,Remote,3/13/2025,5/1/2025,Senior,Contract,IT Consulting,"$121,244 ","$143,415 ","$132,329 ","['ARM Templates', 'Azure DevOps', 'Azure Active Directory', 'PowerShell', 'Azure Functions']","['Microsoft Certified: DevOps Engineer Expert', 'Microsoft Certified: Azure Administrator Associate']",Azure,"As a Azure Data Engineer at Deloitte, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Engineering,USD,47,"$155,278 ",older than 30 days
AZURE-1525,Azure Systems Administrator,Infosys,San Diego,CA,"San Diego, CA",USA,On-site,2/1/2025,3/22/2025,Entry,Part-time,Cloud Services,"$116,391 ","$137,270 ","$126,830 ","['Azure Functions', 'ARM Templates', 'CI/CD', 'PowerShell', 'Terraform']","['Microsoft Certified: Azure Solutions Architect Expert', 'Microsoft Certified: Azure Administrator Associate']",Azure,"As a Azure Systems Administrator at VMware, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Data Science,USD,87,"$181,148 ",15 days
AZURE-1526,Cloud Developer - Azure,Capgemini,Miami,FL,"Miami, FL",USA,On-site,2/8/2025,6/8/2025,Mid,Contract,Education,"$58,690 ","$90,503 ","$74,596 ","['Docker', 'Azure Monitor', 'CI/CD', 'ARM Templates', 'Python', 'Azure AD', 'Kubernetes']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Cloud Developer - Azure, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,62,"$162,483 ",older than 30 days
AZURE-1527,Azure AI Engineer,Amazon,Atlanta,GA,"Atlanta, GA",USA,On-site,3/26/2025,5/23/2025,Mid,Full-time,IT Consulting,"$116,988 ","$126,018 ","$121,503 ","['Bicep', 'ARM Templates', 'Python', 'Terraform', 'Azure Functions']","['Microsoft Certified: Azure Fundamentals', 'Microsoft Certified: Azure Administrator Associate']",Azure,"As a Azure AI Engineer at Oracle, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Data Science,USD,34,"$184,467 ",30 days
AZURE-1528,Azure System Administrator,Red Hat,San Diego,CA,"San Diego, CA",USA,Hybrid,3/26/2025,6/8/2025,Mid,Full-time,Healthcare,"$233,563 ","$321,942 ","$277,752 ","['CI/CD', 'Azure DevOps', 'ARM Templates', 'Python', 'Linux', 'Azure AD', 'Kubernetes']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure System Administrator, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Engineering,USD,16,"$172,275 ",5 days
AZURE-1529,Azure Site Reliability Engineer,Accenture,Seattle,WA,"Seattle, WA",USA,On-site,4/14/2025,5/19/2025,Mid,Full-time,Healthcare,"$118,641 ","$137,944 ","$128,292 ","['Python', 'CI/CD', 'ARM Templates', 'Azure DevOps', 'PowerShell']","['Microsoft Certified: Azure Solutions Architect Expert', 'Microsoft Certified: Azure Fundamentals']",Azure,"As a Azure Site Reliability Engineer at Capgemini, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Engineering,USD,15,"$164,372 ",15 days
AZURE-1530,Azure Cloud Engineer,HPE,Salt Lake City,UT,"Salt Lake City, UT",USA,On-site,3/13/2025,4/28/2025,Entry,Part-time,Cloud Services,"$115,087 ","$120,951 ","$118,019 ","['ARM Templates', 'Azure Functions', 'Azure Kubernetes Service', 'CI/CD', 'Python']","['Microsoft Certified: DevOps Engineer Expert', 'Microsoft Certified: Azure Administrator Associate']",Azure,"As a Azure Cloud Engineer at IBM, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Security,USD,47,"$178,544 ",10 days
AZURE-1531,Azure Cloud Engineer,KPMG,San Jose,CA,"San Jose, CA",USA,Hybrid,4/21/2025,6/16/2025,Entry,Contract,Cloud Services,"$132,683 ","$152,055 ","$142,369 ","['CI/CD', 'Azure DevOps', 'Terraform', 'Azure Active Directory', 'Azure Functions']","['Microsoft Certified: Azure Administrator Associate', 'Microsoft Certified: Azure Solutions Architect Expert']",Azure,"As a Azure Cloud Engineer at PwC, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Architecture,USD,8,"$160,663 ",1 days
AZURE-1532,Azure Data Engineer,Salesforce,Detroit,MI,"Detroit, MI",USA,Hybrid,1/11/2025,5/2/2025,Senior,Full-time,Telecommunications,"$59,408 ","$94,869 ","$77,138 ","['CI/CD', 'Azure DevOps', 'Azure Monitor', 'ARM Templates', 'Python', 'Kubernetes', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Azure Data Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,90,"$172,275 ",5 days
AZURE-1533,Cloud Developer - Azure,Accenture,Boston,MA,"Boston, MA",USA,On-site,1/26/2025,5/2/2025,Entry,Full-time,Education,"$61,475 ","$81,214 ","$71,344 ","['Azure DevOps', 'CI/CD', 'Azure Monitor', 'ARM Templates', 'Python', 'Linux', 'Terraform']","['Microsoft Azure Fundamentals', 'Azure Administrator Associate']",Azure,"As a Cloud Developer - Azure, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Architecture,USD,75,"$172,275 ",5 days
AZURE-1534,Azure Data Engineer,TCS,Chicago,IL,"Chicago, IL",USA,Remote,2/13/2025,3/27/2025,Mid,Full-time,Cloud Services,"$143,068 ","$167,236 ","$155,152 ","['CI/CD', 'Python', 'Azure Active Directory', 'PowerShell', 'Bicep']","['Microsoft Certified: Azure Fundamentals', 'Microsoft Certified: Azure Solutions Architect Expert']",Azure,"As a Azure Data Engineer at Capgemini, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Security,USD,75,"$184,638 ",older than 30 days
AZURE-1535,Azure Site Reliability Engineer,Meta,Detroit,MI,"Detroit, MI",USA,On-site,3/22/2025,4/23/2025,Senior,Contract,Finance,"$135,444 ","$142,575 ","$139,009 ","['Azure Active Directory', 'PowerShell', 'Azure DevOps', 'Azure Functions', 'CI/CD']","['Microsoft Certified: DevOps Engineer Expert', 'Microsoft Certified: Azure Administrator Associate']",Azure,"As a Azure Site Reliability Engineer at Google, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Security,USD,38,"$176,204 ",1 days
AZURE-1536,Azure Cloud Engineer,Accenture,Miami,FL,"Miami, FL",USA,Remote,4/11/2025,5/31/2025,Senior,Part-time,Cloud Services,"$137,352 ","$149,584 ","$143,468 ","['ARM Templates', 'Python', 'Bicep', 'Azure DevOps', 'Azure Kubernetes Service']","['Microsoft Certified: DevOps Engineer Expert', 'Microsoft Certified: Azure Solutions Architect Expert']",Azure,"As a Azure Cloud Engineer at Microsoft, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Engineering,USD,18,"$178,932 ",1 days
AZURE-1537,Azure Data Engineer,Capgemini,Cincinnati,OH,"Cincinnati, OH",USA,Hybrid,2/20/2025,3/24/2025,Mid,Full-time,Cloud Services,"$144,115 ","$150,846 ","$147,480 ","['Azure Active Directory', 'CI/CD', 'Azure Functions', 'Python', 'Azure DevOps']","['Microsoft Certified: Azure Administrator Associate', 'Microsoft Certified: Azure Solutions Architect Expert']",Azure,"As a Azure Data Engineer at Infosys, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Security,USD,68,"$159,758 ",5 days
AZURE-1538,Azure System Administrator,PwC,Austin,TX,"Austin, TX",USA,On-site,3/18/2025,5/11/2025,Entry,Full-time,Telecommunications,"$96,121 ","$148,490 ","$122,305 ","['Docker', 'CI/CD', 'Azure Monitor', 'ARM Templates', 'Python', 'Azure AD', 'Kubernetes']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure System Administrator, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Active,Security,USD,24,"$171,059 ",1 days
AZURE-1539,Azure Platform Engineer,Salesforce,Raleigh,NC,"Raleigh, NC",USA,Remote,3/10/2025,4/4/2025,Senior,Internship,Finance,"$111,521 ","$145,011 ","$128,266 ","['Docker', 'Azure Monitor', 'CI/CD', 'Azure DevOps', 'ARM Templates', 'Python', 'Linux']","['Azure Administrator Associate', 'Microsoft Azure Fundamentals']",Azure,"As a Azure Platform Engineer, you will lead efforts to architect, implement, and maintain solutions on the Azure cloud platform. This role includes working with CI/CD pipelines, securing cloud infrastructure, and collaborating with cross-functional teams to improve cloud adoption and operational excellence. You are expected to have expertise in Azure-specific tools and industry-standard DevOps and security practices.",Expired,Engineering,USD,32,"$160,070 ",5 days
AZURE-1540,Azure Security Engineer,SAP,Cincinnati,OH,"Cincinnati, OH",USA,On-site,2/15/2025,4/12/2025,Entry,Full-time,Healthcare,"$111,662 ","$126,174 ","$118,918 ","['Azure Active Directory', 'Terraform', 'Azure Functions', 'PowerShell', 'Bicep']","['Microsoft Certified: Azure Solutions Architect Expert', 'Microsoft Certified: Azure Fundamentals']",Azure,"As a Azure Security Engineer at Persistent Systems, you will design, implement, and maintain enterprise solutions on Microsoft Azure.",Active,Data Science,USD,73,"$179,128 ",10 days
